Series ID,Jan 1948,Feb 1948,Mar 1948,Apr 1948,May 1948,Jun 1948,Jul 1948,Aug 1948,Sep 1948,Oct 1948,Nov 1948,Dec 1948,Jan 1949,Feb 1949,Mar 1949,Apr 1949,May 1949,Jun 1949,Jul 1949,Aug 1949,Sep 1949,Oct 1949,Nov 1949,Dec 1949,Jan 1950,Feb 1950,Mar 1950,Apr 1950,May 1950,Jun 1950,Jul 1950,Aug 1950,Sep 1950,Oct 1950,Nov 1950,Dec 1950,Jan 1951,Feb 1951,Mar 1951,Apr 1951,May 1951,Jun 1951,Jul 1951,Aug 1951,Sep 1951,Oct 1951,Nov 1951,Dec 1951,Jan 1952,Feb 1952,Mar 1952,Apr 1952,May 1952,Jun 1952,Jul 1952,Aug 1952,Sep 1952,Oct 1952,Nov 1952,Dec 1952,Jan 1953,Feb 1953,Mar 1953,Apr 1953,May 1953,Jun 1953,Jul 1953,Aug 1953,Sep 1953,Oct 1953,Nov 1953,Dec 1953,Jan 1954,Feb 1954,Mar 1954,Apr 1954,May 1954,Jun 1954,Jul 1954,Aug 1954,Sep 1954,Oct 1954,Nov 1954,Dec 1954,Jan 1955,Feb 1955,Mar 1955,Apr 1955,May 1955,Jun 1955,Jul 1955,Aug 1955,Sep 1955,Oct 1955,Nov 1955,Dec 1955,Jan 1956,Feb 1956,Mar 1956,Apr 1956,May 1956,Jun 1956,Jul 1956,Aug 1956,Sep 1956,Oct 1956,Nov 1956,Dec 1956,Jan 1957,Feb 1957,Mar 1957,Apr 1957,May 1957,Jun 1957,Jul 1957,Aug 1957,Sep 1957,Oct 1957,Nov 1957,Dec 1957,Jan 1958,Feb 1958,Mar 1958,Apr 1958,May 1958,Jun 1958,Jul 1958,Aug 1958,Sep 1958,Oct 1958,Nov 1958,Dec 1958,Jan 1959,Feb 1959,Mar 1959,Apr 1959,May 1959,Jun 1959,Jul 1959,Aug 1959,Sep 1959,Oct 1959,Nov 1959,Dec 1959,Jan 1960,Feb 1960,Mar 1960,Apr 1960,May 1960,Jun 1960,Jul 1960,Aug 1960,Sep 1960,Oct 1960,Nov 1960,Dec 1960,Jan 1961,Feb 1961,Mar 1961,Apr 1961,May 1961,Jun 1961,Jul 1961,Aug 1961,Sep 1961,Oct 1961,Nov 1961,Dec 1961,Jan 1962,Feb 1962,Mar 1962,Apr 1962,May 1962,Jun 1962,Jul 1962,Aug 1962,Sep 1962,Oct 1962,Nov 1962,Dec 1962,Jan 1963,Feb 1963,Mar 1963,Apr 1963,May 1963,Jun 1963,Jul 1963,Aug 1963,Sep 1963,Oct 1963,Nov 1963,Dec 1963,Jan 1964,Feb 1964,Mar 1964,Apr 1964,May 1964,Jun 1964,Jul 1964,Aug 1964,Sep 1964,Oct 1964,Nov 1964,Dec 1964,Jan 1965,Feb 1965,Mar 1965,Apr 1965,May 1965,Jun 1965,Jul 1965,Aug 1965,Sep 1965,Oct 1965,Nov 1965,Dec 1965,Jan 1966,Feb 1966,Mar 1966,Apr 1966,May 1966,Jun 1966,Jul 1966,Aug 1966,Sep 1966,Oct 1966,Nov 1966,Dec 1966,Jan 1967,Feb 1967,Mar 1967,Apr 1967,May 1967,Jun 1967,Jul 1967,Aug 1967,Sep 1967,Oct 1967,Nov 1967,Dec 1967,Jan 1968,Feb 1968,Mar 1968,Apr 1968,May 1968,Jun 1968,Jul 1968,Aug 1968,Sep 1968,Oct 1968,Nov 1968,Dec 1968,Jan 1969,Feb 1969,Mar 1969,Apr 1969,May 1969,Jun 1969,Jul 1969,Aug 1969,Sep 1969,Oct 1969,Nov 1969,Dec 1969,Jan 1970,Feb 1970,Mar 1970,Apr 1970,May 1970,Jun 1970,Jul 1970,Aug 1970,Sep 1970,Oct 1970,Nov 1970,Dec 1970,Jan 1971,Feb 1971,Mar 1971,Apr 1971,May 1971,Jun 1971,Jul 1971,Aug 1971,Sep 1971,Oct 1971,Nov 1971,Dec 1971,Jan 1972,Feb 1972,Mar 1972,Apr 1972,May 1972,Jun 1972,Jul 1972,Aug 1972,Sep 1972,Oct 1972,Nov 1972,Dec 1972,Jan 1973,Feb 1973,Mar 1973,Apr 1973,May 1973,Jun 1973,Jul 1973,Aug 1973,Sep 1973,Oct 1973,Nov 1973,Dec 1973,Jan 1974,Feb 1974,Mar 1974,Apr 1974,May 1974,Jun 1974,Jul 1974,Aug 1974,Sep 1974,Oct 1974,Nov 1974,Dec 1974,Jan 1975,Feb 1975,Mar 1975,Apr 1975,May 1975,Jun 1975,Jul 1975,Aug 1975,Sep 1975,Oct 1975,Nov 1975,Dec 1975,Jan 1976,Feb 1976,Mar 1976,Apr 1976,May 1976,Jun 1976,Jul 1976,Aug 1976,Sep 1976,Oct 1976,Nov 1976,Dec 1976,Jan 1977,Feb 1977,Mar 1977,Apr 1977,May 1977,Jun 1977,Jul 1977,Aug 1977,Sep 1977,Oct 1977,Nov 1977,Dec 1977,Jan 1978,Feb 1978,Mar 1978,Apr 1978,May 1978,Jun 1978,Jul 1978,Aug 1978,Sep 1978,Oct 1978,Nov 1978,Dec 1978,Jan 1979,Feb 1979,Mar 1979,Apr 1979,May 1979,Jun 1979,Jul 1979,Aug 1979,Sep 1979,Oct 1979,Nov 1979,Dec 1979,Jan 1980,Feb 1980,Mar 1980,Apr 1980,May 1980,Jun 1980,Jul 1980,Aug 1980,Sep 1980,Oct 1980,Nov 1980,Dec 1980,Jan 1981,Feb 1981,Mar 1981,Apr 1981,May 1981,Jun 1981,Jul 1981,Aug 1981,Sep 1981,Oct 1981,Nov 1981,Dec 1981,Jan 1982,Feb 1982,Mar 1982,Apr 1982,May 1982,Jun 1982,Jul 1982,Aug 1982,Sep 1982,Oct 1982,Nov 1982,Dec 1982,Jan 1983,Feb 1983,Mar 1983,Apr 1983,May 1983,Jun 1983,Jul 1983,Aug 1983,Sep 1983,Oct 1983,Nov 1983,Dec 1983,Jan 1984,Feb 1984,Mar 1984,Apr 1984,May 1984,Jun 1984,Jul 1984,Aug 1984,Sep 1984,Oct 1984,Nov 1984,Dec 1984,Jan 1985,Feb 1985,Mar 1985,Apr 1985,May 1985,Jun 1985,Jul 1985,Aug 1985,Sep 1985,Oct 1985,Nov 1985,Dec 1985,Jan 1986,Feb 1986,Mar 1986,Apr 1986,May 1986,Jun 1986,Jul 1986,Aug 1986,Sep 1986,Oct 1986,Nov 1986,Dec 1986,Jan 1987,Feb 1987,Mar 1987,Apr 1987,May 1987,Jun 1987,Jul 1987,Aug 1987,Sep 1987,Oct 1987,Nov 1987,Dec 1987,Jan 1988,Feb 1988,Mar 1988,Apr 1988,May 1988,Jun 1988,Jul 1988,Aug 1988,Sep 1988,Oct 1988,Nov 1988,Dec 1988,Jan 1989,Feb 1989,Mar 1989,Apr 1989,May 1989,Jun 1989,Jul 1989,Aug 1989,Sep 1989,Oct 1989,Nov 1989,Dec 1989,Jan 1990,Feb 1990,Mar 1990,Apr 1990,May 1990,Jun 1990,Jul 1990,Aug 1990,Sep 1990,Oct 1990,Nov 1990,Dec 1990,Jan 1991,Feb 1991,Mar 1991,Apr 1991,May 1991,Jun 1991,Jul 1991,Aug 1991,Sep 1991,Oct 1991,Nov 1991,Dec 1991,Jan 1992,Feb 1992,Mar 1992,Apr 1992,May 1992,Jun 1992,Jul 1992,Aug 1992,Sep 1992,Oct 1992,Nov 1992,Dec 1992,Jan 1993,Feb 1993,Mar 1993,Apr 1993,May 1993,Jun 1993,Jul 1993,Aug 1993,Sep 1993,Oct 1993,Nov 1993,Dec 1993,Jan 1994,Feb 1994,Mar 1994,Apr 1994,May 1994,Jun 1994,Jul 1994,Aug 1994,Sep 1994,Oct 1994,Nov 1994,Dec 1994,Jan 1995,Feb 1995,Mar 1995,Apr 1995,May 1995,Jun 1995,Jul 1995,Aug 1995,Sep 1995,Oct 1995,Nov 1995,Dec 1995,Jan 1996,Feb 1996,Mar 1996,Apr 1996,May 1996,Jun 1996,Jul 1996,Aug 1996,Sep 1996,Oct 1996,Nov 1996,Dec 1996,Jan 1997,Feb 1997,Mar 1997,Apr 1997,May 1997,Jun 1997,Jul 1997,Aug 1997,Sep 1997,Oct 1997,Nov 1997,Dec 1997,Jan 1998,Feb 1998,Mar 1998,Apr 1998,May 1998,Jun 1998,Jul 1998,Aug 1998,Sep 1998,Oct 1998,Nov 1998,Dec 1998,Jan 1999,Feb 1999,Mar 1999,Apr 1999,May 1999,Jun 1999,Jul 1999,Aug 1999,Sep 1999,Oct 1999,Nov 1999,Dec 1999,Jan 2000,Feb 2000,Mar 2000,Apr 2000,May 2000,Jun 2000,Jul 2000,Aug 2000,Sep 2000,Oct 2000,Nov 2000,Dec 2000,Jan 2001,Feb 2001,Mar 2001,Apr 2001,May 2001,Jun 2001,Jul 2001,Aug 2001,Sep 2001,Oct 2001,Nov 2001,Dec 2001,Jan 2002,Feb 2002,Mar 2002,Apr 2002,May 2002,Jun 2002,Jul 2002,Aug 2002,Sep 2002,Oct 2002,Nov 2002,Dec 2002,Jan 2003,Feb 2003,Mar 2003,Apr 2003,May 2003,Jun 2003,Jul 2003,Aug 2003,Sep 2003,Oct 2003,Nov 2003,Dec 2003,Jan 2004,Feb 2004,Mar 2004,Apr 2004,May 2004,Jun 2004,Jul 2004,Aug 2004,Sep 2004,Oct 2004,Nov 2004,Dec 2004,Jan 2005,Feb 2005,Mar 2005,Apr 2005,May 2005,Jun 2005,Jul 2005,Aug 2005,Sep 2005,Oct 2005,Nov 2005,Dec 2005,Jan 2006,Feb 2006,Mar 2006,Apr 2006,May 2006,Jun 2006,Jul 2006,Aug 2006,Sep 2006,Oct 2006,Nov 2006,Dec 2006,Jan 2007,Feb 2007,Mar 2007,Apr 2007,May 2007,Jun 2007,Jul 2007,Aug 2007,Sep 2007,Oct 2007,Nov 2007,Dec 2007,Jan 2008,Feb 2008,Mar 2008,Apr 2008,May 2008,Jun 2008,Jul 2008,Aug 2008,Sep 2008,Oct 2008,Nov 2008,Dec 2008,Jan 2009,Feb 2009,Mar 2009,Apr 2009,May 2009,Jun 2009,Jul 2009,Aug 2009,Sep 2009,Oct 2009,Nov 2009,Dec 2009,Jan 2010,Feb 2010,Mar 2010,Apr 2010,May 2010,Jun 2010,Jul 2010,Aug 2010,Sep 2010,Oct 2010,Nov 2010,Dec 2010,Jan 2011,Feb 2011,Mar 2011,Apr 2011,May 2011,Jun 2011,Jul 2011,Aug 2011,Sep 2011,Oct 2011,Nov 2011,Dec 2011,Jan 2012,Feb 2012,Mar 2012,Apr 2012,May 2012,Jun 2012,Jul 2012,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015,Jan 2016,Feb 2016,Mar 2016,Apr 2016,May 2016,Jun 2016,Jul 2016,Aug 2016,Sep 2016,Oct 2016,Nov 2016,Dec 2016,Jan 2017,Feb 2017,Mar 2017,Apr 2017,May 2017,Jun 2017,Jul 2017,Aug 2017,Sep 2017,Oct 2017,Nov 2017,Dec 2017,Jan 2018,Feb 2018,Mar 2018,Apr 2018,May 2018,Jun 2018,Jul 2018,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018
LNS11300000,58.6,58.9,58.5,59.0,58.3,59.2,59.3,58.9,58.9,58.7,58.7,59.1,58.7,59.0,58.9,58.8,59.0,58.6,58.9,59.2,59.1,59.6,59.4,59.2,58.9,58.9,58.8,59.2,59.1,59.4,59.1,59.5,59.2,59.4,59.3,59.2,59.1,59.1,59.8,59.1,59.4,59.0,59.4,59.2,59.1,59.4,59.2,59.6,59.5,59.5,58.9,58.8,59.1,59.1,58.9,58.7,59.2,58.7,59.1,59.2,59.5,59.5,59.6,59.1,58.6,58.9,58.9,58.6,58.5,58.5,58.6,58.3,58.6,59.3,59.1,59.2,58.9,58.5,58.4,58.7,59.2,58.8,58.6,58.1,58.6,58.4,58.5,59.0,58.8,58.8,59.3,59.7,59.7,59.8,59.9,60.2,60.2,59.9,59.8,59.9,60.2,60.1,60.1,60.0,60.0,59.8,59.8,59.8,59.5,59.9,59.8,59.5,59.5,59.8,60.0,59.3,59.6,59.5,59.5,59.6,59.3,59.3,59.3,59.6,59.8,59.5,59.6,59.8,59.7,59.6,59.2,59.2,59.3,59.0,59.3,59.4,59.2,59.2,59.4,59.2,59.3,59.4,59.1,59.5,59.1,59.1,58.5,59.5,59.5,59.7,59.5,59.5,59.7,59.4,59.8,59.7,59.6,59.6,59.7,59.3,59.4,59.7,59.3,59.3,59.0,59.1,59.1,58.8,58.8,59.0,58.9,58.7,58.9,58.8,58.5,59.0,59.0,58.7,58.5,58.4,58.6,58.6,58.6,58.8,58.8,58.5,58.7,58.5,58.7,58.8,58.8,58.5,58.6,58.8,58.7,59.1,59.1,58.7,58.6,58.6,58.7,58.6,58.5,58.6,58.6,58.7,58.7,58.8,59.0,58.8,59.1,58.9,58.7,58.9,58.8,59.0,59.0,58.8,58.8,59.0,59.0,59.1,59.1,59.3,59.3,59.3,59.6,59.5,59.5,59.3,59.1,59.4,59.3,59.6,59.6,59.7,59.7,59.9,59.8,59.9,59.2,59.6,59.6,59.5,59.9,60.0,59.8,59.6,59.5,59.5,59.6,59.7,59.6,60.0,59.9,60.0,59.8,60.1,60.1,60.3,60.3,60.4,60.2,60.2,60.4,60.4,60.6,60.6,60.3,60.2,60.4,60.3,60.2,60.4,60.4,60.4,60.4,60.1,60.0,60.1,60.2,59.8,60.1,60.2,60.1,60.1,60.4,60.4,60.2,60.2,60.5,60.4,60.4,60.4,60.4,60.6,60.4,60.3,60.3,60.5,60.0,60.5,60.8,60.8,60.6,60.9,60.9,60.7,60.8,60.9,61.2,61.2,61.3,61.4,61.3,61.1,61.2,61.2,61.4,61.2,61.4,61.3,61.3,61.2,61.4,61.0,61.2,61.3,61.5,61.2,61.3,61.3,61.2,61.2,61.1,61.1,61.3,61.3,61.3,61.6,61.5,61.5,61.8,61.8,61.6,61.6,61.9,61.8,61.6,61.9,62.0,62.1,62.2,62.4,62.1,62.3,62.3,62.4,62.8,62.7,62.8,62.7,62.8,63.0,63.1,63.3,63.2,63.2,63.3,63.3,63.5,63.6,63.6,63.8,63.8,63.5,63.3,63.5,63.6,63.6,63.8,63.7,63.7,63.9,64.0,64.0,63.7,63.8,63.9,63.7,63.8,63.7,63.6,63.7,63.8,63.6,63.9,63.9,64.1,64.2,64.3,63.7,63.8,63.8,63.5,63.8,63.9,63.6,63.7,63.8,63.8,63.9,64.2,63.9,64.0,64.1,64.1,64.1,64.2,64.1,63.9,63.8,63.7,63.8,63.7,64.3,64.1,64.3,64.3,64.0,64.1,64.1,63.9,64.1,64.1,64.3,64.5,64.6,64.6,64.4,64.4,64.4,64.5,64.6,64.7,64.7,64.9,64.9,64.8,64.6,64.7,64.6,64.9,65.0,64.9,65.0,64.9,65.0,65.1,65.1,65.2,65.4,65.4,65.3,65.4,65.4,65.4,65.3,65.4,65.5,65.5,65.4,65.7,65.5,65.6,65.7,65.5,65.7,65.7,65.7,65.8,65.9,65.7,65.8,65.7,65.8,65.9,66.1,65.9,66.0,66.2,66.1,66.5,66.3,66.3,66.4,66.3,66.5,66.5,66.5,66.4,66.5,66.6,66.5,66.8,66.7,66.7,66.6,66.6,66.4,66.5,66.5,66.4,66.4,66.4,66.4,66.2,66.2,66.3,66.4,66.2,66.2,66.1,66.0,66.2,66.1,66.1,66.0,66.3,66.2,66.4,66.5,66.6,66.7,66.7,66.6,66.5,66.2,66.3,66.3,66.2,66.2,66.2,66.1,66.4,66.5,66.4,66.4,66.2,66.3,66.3,66.4,66.6,66.6,66.5,66.5,66.6,66.4,66.4,66.6,66.6,66.7,66.7,66.7,66.8,66.8,66.7,66.9,66.5,66.5,66.6,66.6,66.6,66.6,66.5,66.4,66.4,66.6,66.6,66.7,66.7,66.7,66.9,66.7,66.9,67.0,67.0,67.0,67.0,66.9,67.1,67.1,67.1,67.1,67.2,67.2,67.1,67.1,67.2,67.2,67.1,67.1,67.1,67.0,67.0,67.0,67.0,67.0,67.2,67.2,67.1,67.2,67.2,67.2,67.0,67.1,67.1,67.1,67.1,67.0,67.0,67.0,67.1,67.1,67.3,67.3,67.3,67.3,67.1,67.1,66.9,66.9,66.9,66.8,66.9,67.0,67.2,67.1,67.2,66.9,66.7,66.7,66.8,66.5,66.8,66.7,66.7,66.7,66.5,66.8,66.6,66.7,66.7,66.6,66.5,66.6,66.7,66.6,66.4,66.3,66.4,66.4,66.3,66.4,66.4,66.5,66.2,66.1,66.1,66.1,66.1,65.9,66.1,66.0,66.0,65.9,66.0,66.1,66.1,66.0,65.8,65.9,66.0,65.9,65.8,65.9,65.9,66.1,66.1,66.1,66.1,66.2,66.1,66.1,66.0,66.0,66.0,66.1,66.2,66.1,66.1,66.2,66.1,66.2,66.1,66.2,66.3,66.4,66.4,66.3,66.2,65.9,66.0,66.0,66.0,65.8,66.0,65.8,66.0,66.0,66.2,66.0,66.1,65.9,66.1,66.1,66.1,66.1,66.0,66.0,65.9,65.8,65.7,65.8,65.6,65.7,65.7,65.7,65.5,65.4,65.1,65.0,65.0,64.6,64.8,64.9,64.9,65.2,64.9,64.6,64.6,64.7,64.6,64.4,64.6,64.3,64.2,64.1,64.2,64.2,64.1,64.0,64.0,64.1,64.2,64.1,64.1,64.0,63.7,63.8,63.8,63.7,63.7,63.8,63.7,63.5,63.6,63.8,63.6,63.7,63.7,63.4,63.3,63.4,63.4,63.4,63.3,63.3,63.2,62.8,63.0,62.9,62.9,62.9,63.1,62.8,62.8,62.8,62.9,62.9,62.8,62.9,62.9,62.8,62.9,62.7,62.7,62.8,62.9,62.7,62.6,62.6,62.3,62.5,62.5,62.7,62.8,62.9,63.0,62.8,62.6,62.7,62.8,62.8,62.9,62.8,62.7,62.7,62.9,62.9,63.0,62.9,62.7,62.8,62.9,62.9,63.0,62.7,62.7,62.7,62.7,63.0,62.9,62.8,62.7,62.9,62.9, , , , , 
